;Imagem03;;;;;;;;Imagem01;;;;;Imagem02;;;
Nome Vsat;Latitude Graus;Latitude Minutos;Latitude Segundos;Longitude Graus;Longitude Minutos;Longitude Segundos;ODU;Antena;CEP;Endereco;Numero;Bairo;Cidade;ODU;BUC;Antena;Marca
