Nome;"Latitude Graus";"Latitude Minutos";"Latitude Segundos";"Longitude Graus";"Longitude Minutos";"Longitude Segundos";"Marca Antena";CEP;Endereco;Numero;Bairro;Cidade;ODU;BUC;"Marca Antena";Empresa
SES-DEIS-5516;20;20;87;46;51;40;skyware;37910-000;" Rua Espirito Santo";" 76 ";" Bairro Centro";DELFINÓPOLIS;"SL 4033";;;"SH Sat"
SES-DIIO-5464;19;49;43;42;38;01;skyware;35984-000;" Rua D";" S/nº ";" Bairro Baixa Verde";DIONÍSIO;"SL 4033";;;Lider
SES-DIIO-5465;19;47;10;42;41;65;skyware;35984-000;" Rua Antonio Assis Castro";" nº 22 ";" Bairro Conceição de Minas";DIONÍSIO;"SL 4033";;;"SH Sat"
SES-DIIS-5501;15;43;31;40;59;53;skyware;39912-000;" Avenida Alberto Vicente pereira ";" 367 ";" Bairro Novo Progresso";DIVISÓPOLIS;"SL 4033";;;"SH Sat"
SES-DIIS-5502;15;43;06;41;00;05;skyware;39912-000;" Rua Petronilia Gonçalves Pedroso";" S/N ";" Bairro Minas Gerais";DIVISÓPOLIS;"SL 4033";;;"SH Sat"
SES-DOIO-5517;20;09;82;42;58;15;skyware;35440-000;" Rua Geraldino Lessa";"30 ";" Bairro Centro";"DOM SILVÉRIO";"SL 4033";;;Lider
SES-DOIO-5518;20;09;70;42;57;87;skyware;35440-000;" Rua Dr.Reis Cotta";"165 ";" Bairro Centro";"DOM SILVÉRIO";"SL 4033";;;Lider
SES-DUDE-5519;20;07;23;41;47;46;skyware;36974-000;"SãoJoão da Figueira  - Zona Rural";;;DURANDÉ;"SL 4033";;;Lider
"SES-DUDE-5520 ";20;12;29;41;47;27;skyware;36974-000;"Rua Projetada.S/N - Bairro Progresso";;;DURANDÉ;"SL 4033";;;Lider
SES-DUDE-5521;20;12;13;41;47;98;skyware;36974-00;"Dores Do José Pedro - Centro";;;DURANDÉ;"SL 4033";;;Lider
SES-FERO-4556;20;36;82;42;18;77;skyware;36815-000;"Rua José Felipe s/n. DISTRITO DE SAMAMBAIA ";;;FERVEDOURO;"SL 4033";;;Lider
SES-FRAL-4204;20;07;26;48;45;43;skyware;38200-000;"Rua A 75 Bairro Garimpo do Bandeira";;;FRUTAL;"SL 4033";;;"SH Sat"
SES-GUMA-6010;17;00;36;43;40;00;skyware;39397-000;" PRAÇA LINO JOSÉ DE FIGUEIREDO";"S/N ";" BAIRRO CENTRO";GUARACIAMA;"SL 4033";;;Lider
SES-GURA-4585;21;43;90;43;02;27;skyware;36606-000;"PRAÇA DO DIVINO - CENTRO";;;GUARARÁ;"SL 4033";;;"SH Sat"
SES-IAPU-6241;19;26;12;42;13;10;skyware;35190-000;" Rua Alves Pinto";" 151 ";" Bairro Jerusalem";IAPU;"SL 4033";;;Lider
SES-INIM-5361;19;33;19;42;07;19;skyware;35330-000;"Rua Osvaldo Silva Araújo";"516 ";" Bairro Centro";INHAPIM;"SL 4033";;;Lider
SES-INMA-6161;19;29;52;44;23;98;skyware;35710-000;" RUA OLAVO BILAC";" 83 ";" BAIRRO CENTRO";INHAÚMA;"SL 4033";;;Lider
SES-IPCU-6162;18;41;53;49;56;72;skyware;38350-000;" AV. ABÍLIO MARTINS";" 483 ";" BAIRRO CENTRO";IPIAÇU;"SL 4033";;;"SH Sat"
SES-ITNA-5641;18;34;00;41;13;93;skyware;35280-000;"Praça Dona Manuela";"S/N ";" Bairro Centro";"ITABIRINHA DE MANTENA";"SL 4033";;;Lider
SES-ITNA-5642;18;33;57;41;13;85;skyware;35280-000;" 	Avenida Prefeito joel Heringer ";"S/N ";" Bairro Vila Nova";"ITABIRINHA DE MANTENA";"SL 4033";;;Lider
SES-ITNA-5643;18;30;58;41;13;23;skyware;35280-000;"Rua Principal";" 261 ";" Bairro Centro";"ITABIRINHA DE MANTENA";"SL 4033";;;Lider
SES-ITRA-6002;18;05;32;44;05;52;skyware;39470-000;" RUA DON DANIEL";" Nº 487 ";" BAIRRON. SRA. FÁTIMA";ITACARAMBI;"SL 4033";;;Lider
SES-ITRA-6003;15;06;38;44;06;08;skyware;39470-000;" PRAÇA JOÃO PAULO II";" S/Nº ";" BAIRRO SÃO FRANCISCO";ITACARAMBI;"SL 4033";;;Lider
SES-ITBI-6001;15;05;85;44;05;67;skyware;39470-000;" RUA OLIVIA RODRIGUES";" SNº ";" BAIRRO CENTRO";ITACARAMBI;"SL 4033";;;Lider
SES-ITBA-5994;17;51;48;42;51;88;skyware;39670-000;" Rua Santa Luzia";" 102 ";" Bairro Centro";ITAMARANDIBA;"SL 4033";;;Lider
SES-ITBA-5995;17;52;27;42;51;98;skyware;39670-000;" Avenida do Rodeio";" 626 ";" Bairro São João Batista ";ITAMARANDIBA;"SL 4033";;;Lider
SES-ITBA-5996;17;51;67;42;51;17;skyware;39670-000;" Rua Cianita";" 192 ";" Bairro Fazendinha";ITAMARANDIBA;"SL 4033";;;Lider
SES-ITBA-5997;17;51;72;42;51;73;skyware;39670-000;" Praça da Criança";" s/n ";" Bairro Primeiro de Maio";ITAMARANDIBA;"SL 4033";;;Lider
SES-ITBA-5998;17;51;73;42;52;18;skyware;39670-000;" Rua Florianópolis";" 206 ";" Bairro São Gerlado";ITAMARANDIBA;"SL 4033";;;Lider
SES-ITBA-5999;17;46;38;42;40;65;patriot;39670-000;" Rua Tinô Gomes";" s/n ";" Zona Rural";ITAMARANDIBA;"SL 4033";;;Lider
SES-ITBA-6000;17;58;95;42;39;42;skyware;39670-000;" Avenida Itamarandiba";" s/n ";" Zona Rural";ITAMARANDIBA;"SL 4033";;;Lider
SES-ITTE-5746;22;16;05;44;41;90;skyware;37466-000;" Campo Redondo Zona Rural - Bairro Campo Redondo";;;ITAMONTE;"SL 4033";;;"SH Sat"
SES-ITMI-6163;19;10;15;41;51;53;skyware;35120-000;" RUA CAPITÃO ANDRADE";" 20 ";" BAIRRO CENTRO";ITANHOMI;"SL 4033";;;Lider
SES-ITPE-5736;19;54;19;49;21;57;skyware;38240-000;" Avenida17";" 400 ";" Bairro Centro";ITAPAGIPE;"SL 4033";;;Lider
SES-ITPE-5737;19;54;29;49;21;57;skyware;38240-000;" Rua 8 - Bairro Centro";;;ITAPAGIPE;"SL 4033";;;Lider
SES-ITPE-5738;19;54;17;49;22;30;skyware;38240-000;" Rua 6 - Bairro Centro ";;;ITAPAGIPE;"SL 4033";;;Lider
SES-ITPE-5739;19;53;85;49;22;22;skyware;38240-000;" Rua 16 - Bairro Centro";;;ITAPAGIPE;"SL 4033";;;Lider
SES-ITCU-6243;20;11;80;44;25;12;skyware;35685-000;"RUA BONFIM";" 174 ";" CENTRO";ITATIAIUÇU;"SL 4033";;;"SH Sat"
SES-ITCU-6244;20;12;13;44;25;55;skyware;35685-000;" RUA SÃO GERALDO";" 54 ";" ROBERT KENNEDY";ITATIAIUÇU;"SL 4033";;;"SH Sat"
SES-ITCU-6245;20;13;58;44;23;90;skyware;35685-000;" RUA SÃO JOSE";" 235 SANTA TEREZINHA ";;ITATIAIUÇU;"SL 4033";;;"SH Sat"
SES-ITCU-6246;20;10;97;44;22;98;skyware;35685-000;" RUA A";" 149 ";" PINHEIROS";ITATIAIUÇU;"SL 4033";;;"SH Sat"
SES-ITCU-6247;20;11;03;44;29;28;skyware;35685-000;" ESTRADA RODOVIA MG 431 ZONA RURAL ";;;ITATIAIUÇU;"SL 4033";;;"SH Sat"
SES-ITAS-6017;20;44;78;46;45;65;skyware;37975-000;" Braziel Ferreira Amorim";" 890 ";" Bairro Bela Vista";"ITAÚ DE MINAS";"SL 4033";;;"SH Sat"
SES-ITAS-6019;20;44;55;46;45;18;skyware;37975-000;" Rua Gasparino de Andrade";" 468 ";" Bairro Centro";"ITAÚ DE MINAS";"SL 4033";;;"SH Sat"
SES-ITAS-6020;20;44;73;46;44;73;skyware;37975-000;" Avenida Benedito Damasceno Silva";" 279 ";" Bairro Sagrada Família";"ITAÚ DE MINAS";"SL 4033";;;"SH Sat"
SES-ITAS-6021;20;44;63;46;44;98;skyware;37975-000;" Rua João Kirchner";" 634 ";" Bairro Centro";"ITAÚ DE MINAS";"SL 4033";;;"SH Sat"
SES-ITAS-6022;20;45;05;46;45;32;skyware;37975-000;" Rua Dep. Renato Azeredo";" 131 ";" Bairro Santa Terezinha";"ITAÚ DE MINAS";"SL 4033";;;"SH Sat"
SES-ITTA-6015;19;23;60;41;13;29;skyware;35220-000;" RUA GILDO CREMASCO";" 105 ";" BAIRRO CENTRO";ITUETA;"SL 4033";;;"SH Sat"
SES-ITIM-5992;21;18;97;44;52;33;skyware;37210-000;" Rua Dr. Helio andrade - 42 - Bairro Centro";;;ITUMIRIM;"SL 4033";;;"SH Sat"
SES-ITIM-5993;21;16;95;44;45;30;skyware;37210-000;" Rua José Antônio de Souza S/N - Macuco/Centro";;;ITUMIRIM;"SL 4033";;;"SH Sat"
SES-ITGA-5991;21;17;92;44;39;20;skyware;36390-000;" TRAVESSA CORONEL AUGUSTO PEREIRA - BAIRRO CENTRO";;;ITUTINGA;"SL 4033";;;"SH Sat"
SES-JAAS-6164;19;31;33;43;44;83;skyware;35830-000;" RUA GERALDO TEIXEIRA DA COSTA";" Nº 4 ";" BAIRRO CENTRO";JABOTICATUBAS;"SL 4033";;;Lider
SES-JACA-5744;18;27;62;41;48;65;skyware;39837-00;" Rua Faustino Celestino - Bairro Centro";;;JAMPRUCA;"SL 4033";;;"SH Sat"
SES-JACA-5745;18;27;63;41;48;45;skyware;39837-00;" Rua Emília Duarte - Bairro Centro";;;JAMPRUCA;"SL 4033";;;"SH Sat"
SES-JABA-6248;15;47;75;43;18;42;skyware;39440-000;" RUA JARAGUA";" 396 ";" BAIRRO NOVA ESPERANCA";JANAÚBA;"SL 4033";;;Lider
SES-JABA-6250;15;49;42;43;17;49;skyware;39440-000;" AVENIDA MANOEL ATHAYDE";" 2035 ";" BAIRRO SANTA CRUZ";JANAÚBA;"SL 4033";;;Lider
SES-JABA-6252;19;49;20;43;19;02;skyware;39440-000;" AVENIDA REDE ELÉTRICA";" 2840 ";" BAIRRO DENTE GRANDE";JANAÚBA;"SL 4033";;;Lider
SES-JABA-6253;15;48;25;43;18;77;skyware;39440-000;" PRAÇA JUSTINO DE BRITO";" 19 ";" BAIRRO PADRE EUSTÁQUIO ";JANAÚBA;"SL 4033";;;Lider
SES-JABA-6255;15;47;73;43;18;82;skyware;39440-000;" AVENIDA MESTRE ALFREDO BARBOSA";" 364 ";" BAIRRO RIO NOVO";JANAÚBA;"SL 4033";;;Lider
SES-JABA-6257;15;46;78;43;19;27;skyware;39440-000;" RUA SANTA RITA DE CÁSSIA";" 50 ";" BAIRRO BARBOSA";JANAÚBA;"SL 4033";;;Lider
SES-JABA-6258;15;47;97;43;18;17;skyware;39440-000;" RUA SÃO FRANCISCO";" 42 ";" BAIRRO NOVO PARAÍSO";JANAÚBA;"SL 4033";;;Lider
SES-JABA-6259;16;00;20;43;31;77;skyware;39440-000;" AVENIDA TEÓFILO PIRES";" S/N ";" DISTRITO QUEM";JANAÚBA;;;;Lider
SES-JABA-6261;16;02;51;43;16;38;skyware;39440-000;" AVENIDA NOSSA SENHORA APARECIDA";" 110 ";" DISTRITO BARREIRO DA RAIZ";JANAÚBA;"SL 4033";;;Lider
SES-JABA-6262;15;38;62;43;18;22;skyware;39440-000;" RUA JOÃO MARTINS";" S/N ";" DISTITO VILA NOVA DOS POÇÕES";JANAÚBA;"SL 4033";;;Lider
SES-JABA-6263;15;49;08;43;18;27;skyware;39440-000;" RUA JOÃO PESSOA";" 284 ";" BAIRRO SAUDADE";JANAÚBA;"SL 4033";;;Lider
SES-JEBA-5740;20;32;10;43;59;05;skyware;35498-000;" R.Antonio Ribeiro Souza";" S/N ";" Bairro Centro";JECEABA;"SL 4033";;;"SH Sat"
SES-JEBA-5741;20;32;63;43;59;03;skyware;35498-000;" R. Entre Rios de Minas";" 827 ";" Bairro Centro";JECEABA;"SL 4033";;;"SH Sat"
SES-JEBA-5742;20;32;45;44;05;07;skyware;35498-000;" Bituri Zona Rural - Bituri";;;JECEABA;"SL 4033";;;"SH Sat"
SES-JEBA-5743;20;34;00;44;02;31;skyware;35498-000;" Machados Zona Rural - Machados";;;JECEABA;"SL 4033";;;"SH Sat"
SES-JEAI-6276;17;13;72;44;25;90;skyware;39370-000;" AVENIDA ESTADOS UNIDOS";"S/N  ALTO VARGINHA";;JEQUITAÍ;"SL 4033";;;"SH Sat"
SES-JEAI-6283;17;13;73;44;26;40;skyware;39370-000;" RUA Dr. CARLOS VERSIANI";"100 ";;JEQUITAÍ;"SL 4033";;;"SH Sat"
SES-JEAI-6292;17;11;08;44;18;70;skyware;39370-000;" RUA GALDINO PEREIRA DA CRUZ";"121  ZONA RURAL";;JEQUITAÍ;"SL 4033";;;"SH Sat"
SES-JOMA-6165;16;39;18;41;01;23;skyware;39890-000;" RUA BERNARDINO MURTA";" S/N";;JOAÍMA;"SL 4033";;;"SH Sat"
SES-LATA-6071;19;49;15;43;53;39;skyware;33400-000;"Rua Armando Trompowisk";" 26 ";" Bairro Aeronautas";"LAGOA SANTA";"SL 4033";;;Vodanet
SES-LATA-6072;19;40;40;43;53;19;skyware;33400-000;"Avenida Dois";" 450 ";" Bairro  	Visão";"LAGOA SANTA";"SL 4033";;;Vodanet
SES-LATA-6073;19;34;31;43;55;07;skyware;33400-000;"Avenida São Sebastião";" 1430 ";" Bairro Campinho";"LAGOA SANTA";"SL 4033";;;Vodanet
SES-LAIM-6091;20;47;57;43;28;32;skyware;36455-000;" Rua Coronel Severiano Nogueira - Bairro Centro";;;LAMIM;"SL 4033";;;"SH Sat"
SES-LAAL-5782;21;19;27;42;26;83;skyware;36760-000;" Rodovia BR 116 - Bairro São João";;;LARANJAL;"SL 4033";;;"SH Sat"
SES-LAAL-5783;21;21;70;42;28;87;skyware;36760-000;" Rua Getulio Vargas";" 300 ";" Bairro Centro";LARANJAL;"SL 4033";"Satlink 4033";;"SH Sat"
SES-LACE-5131;17;53;07;44;34;60;skyware;39250-000;"Rua Nossa Senhora do Carmo";" 557  ";" Bairro CENTRO";LASSANCE;"SL 4033";;;"SH Sat"
SES-MACU-6052;20;15;00;42;02;03;;36900-000;"R. Duarte Peixoto";"208 ";" Bairro Coqueiro";MANHUAÇU;"SL 4033";;;Lider
SES-MACU-6055;20;09;90;42;07;92;skyware;36900-000;"Córrego dos Pintos - Bairro Manhuaçuzinho";;;MANHUAÇU;"SL 4033";;;Lider
SES-MAHA-6097;21;51;90;43;00;83;skyware;36640-000;" RUA LAUDELINO BARBOSA";" 305 ";" BAIRRO CENTRO";"MAR DE ESPANHA";"SL 4033";;;"SH Sat"
SES-MAHA-6098;21;51;88;42;59;75;skyware;36640-000;"TRAVESSA RAQUEL MARQUES";" 100 /  JARDIM GUANABARA";;"MAR DE ESPANHA";"SL 4033";;;"SH Sat"
SES-MAHA-6099;21;51;88;42;59;65;skyware;36640-000;" RUAL EXPEDICIONÁRIO SEBASTIÃO FRANCISCO";" 41 ";" BAIRRO FLORESTA";"MAR DE ESPANHA";"SL 4033";;;"SH Sat"
SES-MAAS-4598;21;41;83;42;57;55;skyware;36608-000;"RUA FRANCISCO PARADELA DE SOUZA";" 02 ";" CENTRO";"MARIPÁ DE MINAS";"SL 4033";;;Lider
SES-MASO-5208;14;51;42;43;55;17;skyware;39478-000;"Rua Machado de Assis";" 1.026 A ";" Alto Bonito";"MATIAS CARDOSO";"SL 4033";;;"SH Sat"
SES-MAOS-6138;19;34;42;44;03;23;skyware;35720-000;"Rua Carlos Miligrama";" s/n.º ";" Bairro Industrial /Bom Jesus 2";MATOZINHOS;"SL 4033";;;Lider
SES-MEES-6132;21;12;14;43;20;34;skyware;36190-000;" Vila Santa Amélia";" S/N ";" Bairro São Geraldo";MERCÊS;"SL 4033";;;"SH Sat"
SES-META-5785;19;13;57;42;36;68;skyware;35166-00;" Rua Felipinas";" S/N ";" Bairro Centro";MESQUITA;"SL 4033";;;"SH Sat"
SES-META-5787;19;10;88;42;36;83;skyware;35166-00;" Comunidade do Burrinho - Zona Rural";;;MESQUITA;"SL 4033";;;"SH Sat"
SES-META-5788;19;17;63;42;39;65;skyware;35166-000;" Comunidade Barra Grande - Zona Rural";;;MESQUITA;"SL 4033";;;"SH Sat"
SES-MIAI-5603;21;12;00;42;36;63;skyware;36790-000;" RUA JOÃO REZENDE";" S/N ";" BAIRRO CENTRO";MIRAÍ;"SL 4033";;;Lider
SES-MODA-3783;21;21;00;44;01;87;skyware;35470-000;"Rua Augusta";" 01 ";"Bairro Porto Alegre";MOEDA;"SL 4033";;;"SH Sat"
SES-MOAS-4605;18;51;46;48;52;56;skyware;38420-000;" Rua Palmas nº 95  - JARDIM ELDORADO";;;"MONTE ALEGRE DE MINAS";"SL 4033";;;Lider
SES-MOLO-6115;18;43;50;47;30;38;skyware;38500-000;"AVENIDA 3";" 240 ";" BAIRRO CARMO";"MONTE CARMELO";"SL 4033";;;Lider
SES-MOLO-6117;18;44;47;47;29;63;skyware;38500-000;"RUA ALEMANHA";" 681 ";" BAIRRO MONTREAL";"MONTE CARMELO";"SL 4033";;;Lider
SES-MOLO-6119;18;43;25;47;29;32;patriot;38500-000;"RUA RIO DOCE";" 5 ";" BAIRRO VILA DOURADA";"MONTE CARMELO";"SL 4033";;;Lider
SES-MOLO-6120;18;44;12;47;28;92;skyware;38500-000;" 	RUA RIO GRANDE DO NORTE";" 405 ";" BAIRRO ALTO DA VILA NOVA";"MONTE CARMELO";"SL 4033";;;Lider
SES-MOLO-6121;18;43;30;47;30;70;skyware;38500-000;"RUA J S/N - BAIRRO CATULINA 1";;;"MONTE CARMELO";"SL 4033";;;Lider
SES-MOLO-6122;18;43;00;47;30;03;skyware;38500-000;"RUA CEL. JOSÉ CARDOSO 900 - BAIRRO LAMBARI";;;"MONTE CARMELO";"SL 4033";;;Lider
SES-MUAE-7155;21;07;58;42;22;30;skyware;36880-000;"Rua Cerâmica s/n - Cerâmica";;;MURIAÉ;;;;Lider
SES-NAUE-3724;17;50;67;41;22;42;skyware;39860-000;"RUA TUPINAMBÁS ";" n221";"NOSSA SRA DE FÁTIMA 2 casas abaixo do número antigo (221) ";NANUQUE;"SL 4033";;;Lider
SES-NAUE-3725;17;50;62;40;20;28;skyware;39860-000;"Rua Pedra Azul";" s/n.º ";" São Vicente de Paulo Próximo ao Lar dos Idosos";NANUQUE;"SL 4033";;;Lider
SES-NAUE-3731;17;51;14;40;20;46;skyware;39860-000;"Rua Ana Claudia Caires";" s/n. ";" Bairro Espírito Santo";NANUQUE;"SL 4033";;;"SH Sat"
SES-NIRA-6108;15;19;07;41;45;12;skyware;39553-000;" RUA JOAQUIM ALVES DE ALMEIDA";" 109 ";" BAIRRO CENTRO";NINHEIRA;"SL 4033";;;"SH Sat"
SES-NIRA-6112;15;17;59;41;42;24;skyware;39553-000;" FAZENDA LAGOA DA FAZENDA - ZONA RURAL";;;NINHEIRA;"SL 4033";;;"SH Sat"
SES-NOTE-4610;19;09;92;47;40;60;skyware;38160-000;"Rua Manuel Pires De Miranda";"311 ";" São Francisco";"NOVA PONTE";"SL 4033";;;Lider
SES-NORO-6364;17;27;98;41;52;87;skyware;39820-000;" Praça Sargento Noraldino Rosa";" Nº 02 ";" Bairro Centro";"NOVO CRUZEIRO";"SL 4033";;;Lider
SES-NORO-6365;17;27;98;41;52;57;skyware;39200-00;" Rua Joaquim Pereira";"s/n ";" Bairro Cristo Rei";"NOVO CRUZEIRO";"SL 4033";;;Lider
SES-NORO-6366;17;14;33;41;56;00;skyware;39820-000;" Rua Principal";" S/N ";" Zona Rural";"NOVO CRUZEIRO";"SL 4033";;;Lider
SES-NORO-6367;17;33;83;41;56;48;skyware;39820-000;" Córrego Acode a Chuva";" s/n ";" Zona Rural";"NOVO CRUZEIRO";"SL 4033";;;Lider
SES-NORO-6368;17;25;13;41;49;72;skyware;39820-000;" Povoado de Santa Cruz s/n - Zona Rural";;;"NOVO CRUZEIRO";"SL 4033";;;Lider
SES-NORO-6369;17;27;72;42;03;75;skyware;39820-000;" Povoado de Lambari s/n - Zona Rural";;;"NOVO CRUZEIRO";"SL 4033";;;Lider
SES-NORO-6378;17;30;45;42;07;20;skyware;39820-000;" Povoado Santa Barbara";" s/n ";" Zona Rural";"NOVO CRUZEIRO";"SL 4033";;;"SH Sat"
SES-NORO-6379;17;27;85;41;53;62;skyware;39820-000;" Rua Inácio Bahia";" s/n ";" Zona Rural";"NOVO CRUZEIRO";"SL 4033";;;Lider
SES-NORO-6380;17;17;01;42;00;54;skyware;39820-000;" Rua Principal";" S/N ";" Zona Rural";"NOVO CRUZEIRO";"SL 4033";;;"SH Sat"
SES-OLUA-6105;17;24;28;43;34;28;skyware;39398-000;" RUA DIAMANTINA";" 590 ";" BAIRRO BELA VISTA";OLHOS-D'ÁGUA;"SL 4033";;;"SH Sat"
SES-OLUA-6106;17;24;27;43;34;30;skyware;39398-000;" RUA DIAMANTINA";" 570 ";" BAIRRO BELA VISTA";OLHOS-D'ÁGUA;"SL 4033";;;"SH Sat"
SES-ORIA-6149;20;30;32;42;12;50;skyware;36828-000;" Rua Cirilo Inácio de Souza - Bairro Centro";;;ORIZÂNIA;"SL 4033";;;"SH Sat"
SES-PAMA-5791;21;27;67;42;21;03;skyware;36750-000;" Rua José Rosa Madeira";" sn ";" Distrito de Itapiruçu";PALMA;"SL 4033";;;"SH Sat"
SES-PAMA-5792;21;22;52;42;18;80;skyware;36750-000;" Rua pedro Paula rosa";" 21 ";" Bairro Centro";PALMA;"SL 4033";;;"SH Sat"
SES-PAMA-5793;21;26;37;42;21;52;skyware;36750-000;" Rua Caetano Guedes";" s/n ";" Distrito de Cisneiros";PALMA;"SL 4033";;;"SH Sat"
SES-PAIS-6194;22;33;13;45;46;38;skyware;37660-000;" Travessa Sebastião José de Barros";" sn";;PARAISÓPOLIS;"SL 4033";;;"SH Sat"
SES-PAAS-5380;18;25;87;42;51;97;skyware;39765-000;" Herculano Ferreira da Mata";" 62 ";" Bairro Centro";PAULISTAS;"SL 4033";;;Lider
SES-PAAO-3961;17;25;54;41;00;10;skyware;39814-000;"AV. VALDIR PINHEIRO CANGUSSU";" 120";;PAVÃO;"SL 4033";;;"SH Sat"
SES-PAAO-3963;17;28;11;41;07;44;skyware;39814-000;"AV. JUSCELINA PINHEIRO";" 636";;PAVÃO;"SL 4033";;;"SH Sat"
SES-PETA-5796;20;35;55;42;42;44;skyware;36585-000;" RUA SAO VICENTE ";" 70 ";" BAIRRO CENTRO";"PEDRA DO ANTA";"SL 4033";;;Lider
SES-PETO-5807;19;09;30;41;14;98;skyware;35156-000;" Rua Senador Milton Campos";" 270 ";" Bairro Centro";PERIQUITO;"SL 4033";;;"SH Sat"
SES-PETO-5808;19;03;73;42;12;45;skyware;35156-000;" R São Sebastião Rodrigues";" s/nr. Distrito de Serraria";;PERIQUITO;"SL 4033";;;"SH Sat"
SES-PETO-5809;19;06;13;42;16;48;skyware;35156-000;" Av. Felipe de Carvalho";" 338 ";" Distrito de Baixio";PERIQUITO;"SL 4033";;;"SH Sat"
SES-PETO-5810;19;05;55;49;09;42;skyware;35156-000;" Gov. Valadares";"108 Distrito pedra corrida";;PERIQUITO;"SL 4033";;;"SH Sat"
SES-PETO-5811;19;01;95;42;09;88;skyware;35156-000;" Br381 assentamento";;;PERIQUITO;"SL 4033";;;"SH Sat"
SES-PETO-6172;19;09;30;42;14;38;skyware;35156-000;" RUA SENADOR MILTON CAMPOS";" 170";;PERIQUITO;"SL 4033";;;"SH Sat"
