Nome;"Latitude Graus";"Latitude Minutos";"Latitude Segundos";"Longitude Graus";"Longitude Minutos";"Longitude Segundos";"Marca Antena";CEP;Endereco;Numero;Bairro;Cidade;ODU;BUC;"Marca Antena";Empresa
SES-PAOS-3966;19;27;12;44;45;15;skyware;35669-000;"AV. GETULIO VARGAS";" Nº 396";;PAPAGAIOS;"SL 4033";;;Lider
SES-OUTO-4034;20;21;55;43;40;39;skyware;35410-000;"Rua Dez";"esquina co Rua Hum";;"OURO PRETO";"SL 4033";;;Lider
SES-MAIA-3350;19;42;33;42;44;18;skyware;35185-000;"Rua Rafael Moreira da Silva";" 90";;MARLIÉRIA;"SL 4033";;;Lider
SES-VEMO-0798;19;40;13;48;18;34;skyware;38150-000;"AVENIDA PADRE JULIO DE RAZZ";" 505 ";" CENTRO";VERÍSSIMO;;;;Lider
SES-GLIA-0901;16;51;06;43;41;44;skyware;39592-000;"RUA GERALDO RODRIGUES GONÇALVES";" S/N ";;GLAUCILÂNDIA;"SL 4033";;;Lider
SES-JATO-3336;16;08;38;40;17;28;skyware;39930-000;"RUA ERMELINA FERRAZ";" 285 ";" Centro";JACINTO;"SL 4033";;;Lider
SES-JERI-3339;20;27;17;42;40;02;skyware;35390-000;"Praça Tenente Mol";" 3 ";" centro ";JEQUERI;"SL 4033";"Satlink 4033";;Lider
SES-PLRA-3579;20;08;11;48;42;30;skyware;38220-000;"Rua João Januário";" n 803";;PLANURA;"SL 4033";;;Lider
SES-ITRI-3719;17;56;50;41;45;32;skyware;39830-000;"RUA CAMILO A PEREIRA ";" s/n ";" Zona rural";ITAMBACURI;"SL 4033";;;Lider
SES-NAUE-3729;17;49;44;40;22;18;skyware;39860000;"RUA DAS HORTÊNCIAS ";" n406 ";" Bairro ISADELFIA FERRAZ";NANUQUE;;;;Lider
SES-TENI-3679;17;51;46;41;30;41;skyware;39800000;"Rua João Dantas ";" n181 ";"Bairro Alto da Copasa";"TEÓFILO OTONI";"SL 4033";;;Lider
SES-BEIM-3799;19;57;05;44;08;59;skyware;32676-226;"Rua Santa Maria";"81 ";" Bairro Nova Baden";BETIM;;;;Vodanet
SES-BEIM-3834;20;01;29;44;13;44;skyware;32641-810;"Rua Veneza";16;;BETIM;;;;Vodanet
SES-BEIM-3837;19;56;53;44;11;39;skyware;32606-018;"Rua Arlindo José dos Santos";160;;BETIM;"SL 4033";;;Vodanet
SES-BEIM-3838;19;56;25;44;11;46;skyware;32606-710;"Rua Divinópolis";153;;BETIM;;;;Vodanet
SES-ALIS-3858;20;52;13;46;23;39;skyware;37940000;"Rua Cristal";" 140";;ALPINÓPOLIS;"SL 4033";;;Lider
SES-ALIS-3859;20;51;14;46;23;15;skyware;37940000;"Rua Pará";" 327";;ALPINÓPOLIS;;;;Lider
SES-BASO-3874;21;11;35;43;57;56;skyware;36212000;"Rua Inconfidentes";16;;BARROSO;"SL 4033";;;Lider
SES-MACU-3930;20;15;23;42;02;59;skyware;36900-000;"Rua Professora Leda Rocha - atrás da quadra de esportes.";;;MANHUAÇU;"SL 4033";;;Lider
SES-BOTA-3916;22;16;21;46;09;46;skyware;37564-000;"AV. JOÃO OLIVO MEGALE";" 915";;"BORDA DA MATA";"SL 4033";;;Lider
SES-PAOS-3965;19;26;11;44;44;35;skyware;35669-000;"RUA MADRE CLELIA MERLONE";" Nº230";;PAPAGAIOS;;;;Lider
SES-OUTO-4025;20;22;52;43;29;11;skyware;35400-000;"Rua do Campo";" S/Nº";;"OURO PRETO";;;;Lider
SES-OUTO-4024;20;23;13;43;29;58;skyware;35400-000;"Rua Padre Epifânio";"nº 101";;"OURO PRETO";"SL 4033";;;Lider
SES-PIRA-0817;17;20;39;44;56;19;skyware;36270-000;"Avenida Otavio Carneiro";" 1102 ";" Santo Antônio";PIRAPORA;;;;Lider
SES-TENI-3712;17;51;10;41;29;14;skyware;39800000;"Rua 12";" s/n ";" Bairro São Jacinto";"TEÓFILO OTONI";"SL 4033";;;Lider
SES-BEIM-3827;19;57;01;44;05;58;skyware;32685-014;"Rua Vitoria Regia";220;;BETIM;"SL 4033";;;Vodanet
SES-BOTA-3921;22;19;22;46;03;42;skyware;37564-000;"RUA FLORENÇA DOS SANTOS SILVA";" S/N";;"BORDA DA MATA";"SL 4033";;;Lider
SES-BOTA-3919;22;15;25;46;08;48;skyware;37564-000;"TRAV. ANTONIO MARQUES DA SILVA";" S/N";;"BORDA DA MATA";"SL 4033";;;Lider
SES-BOTA-3918;22;16;41;46;09;26;skyware;37564-000;"RUA JOSÉ ÁLVARO PINHEIRO JÚNIOR";" 295";;"BORDA DA MATA";"SL 4033";;;Lider
SES-MACU-3940;20;16;09;42;02;46;skyware;36900-000;"Rua Marco Antonio Ribeiro";" 292.  ";" Bela Vista";MANHUAÇU;"SL 4033";;;Lider
SES-MACU-3939;20;14;56;42;08;59;skyware;36900-000;"Rua São José";" s/n. ";" Distrito de Realeza";MANHUAÇU;"SL 4033";;;Lider
SES-OUTO-4023;20;21;34;43;39;56;skyware;35410-000;"Estrada do Cumbi ";S/Nº;;"OURO PRETO";"SL 4033";;;Lider
SES-OUTO-4027;17;51;10;41;29;14;skyware;35400-000;"Rua oito de Setembro";S/Nº;;"OURO PRETO";"SL 4033";;;Lider
SES-OUTO-4039;20;17;49;43;38;37;skyware;35408-000;"Praça da Matriz";"nº 05";;"OURO PRETO";"SL 4033";;;Lider
SES-BEIM-3815;19;58;56;44;09;44;skyware;32661-820;"Rua Rio Amazonas";3926;;BETIM;"SL 4033";;;Vodanet
SES-ALTA-3848;18;58;55;41;58;59;skyware;35138000;"Avenida Isidoro Nalon nº 290";;;ALPERCATA;"SL 4033";;;Lider
SES-ALIS-3860;20;51;57;46;23;12;skyware;37940000;"Praça Dr. José de Carvalho Faria";" 106";;ALPINÓPOLIS;"SL 4033";;;Lider
SES-PAOS-3964;19;26;31;44;44;45;skyware;35669-000;"RUA PADRE LIBÉRIO";" Nº235";;PAPAGAIOS;"SL 4033";;;Lider
SES-TUNA-0883;17;17;01;42;43;30;skyware;39660-000;"RUA BOA VISTA";" 266 ";" ";TURMALINA;;"Satlink 4033";;Lider
SES-BANA-3626;21;13;05;43;45;43;skyware;36205-286;"Alameda George Bernanos";" 423";;BARBACENA;;;;Lider
SES-ALTA-3847;18;59;27;41;59;24;skyware;35138000;"Avenida Magalhaes Pinto nº 130";;;ALPERCATA;"SL 4033";;;Lider
SES-BASO-3875;21;11;13;43;58;02;skyware;36212-000;"Rua Valeriano Timoteo";" 202";;BARROSO;"SL 4033";;;Lider
SES-BOTA-3920;22;11;18;46;14;22;skyware;37564-000;"RUA FRANCISCO RODRIGUES";" S/N";;"BORDA DA MATA";;;;Lider
SES-ANIA-0830;21;44;26;44;18;39;skyware;37300-000;"	RUA: AQUIM RIBEIRO GUIMARAES 157  - Centro";;;ANDRELÂNDIA;"SL 4033";;;Lider
SES-SAES-0832;21;17;29;42;33;49;skyware;36795-000;"Praça AUGUSTINHO ALVES DE ARAUJO";" 26 ";" CENTRO.";"SANTANA DE CATAGUASES";"SL 4033";;;Lider
SES-CLAL-0950;20;23;58;47;17;09;skyware;37997-000;"Rua Juscelino Kubitschek-92 - Centro  ";;;CLARAVAL;"SL 4033";;;Lider
SES-COMA-0953;19;55;44;41;41;33;skyware;36947-000;"Rua Expedicionário Taumaturgo";" 66";;"CONCEIÇÃO DE IPANEMA";"SL 4033";;;Lider
SES-LEDO-3346;17;04;52;42;41;23;skyware;39655-000;"RUA SÃO VICENTE";"198 ";" Centro";"LEME DO PRADO";"SL 4033";;;Lider
SES-SADA-3588;20;23;03;42;14;58;skyware;36910-000;"AV. OTACÍLIO VIEIRA CAMPOS";" Nº 22 ";" CENTRO";"SANTA MARGARIDA";"SL 4033";;;Lider
SES-RIIS-3540;21;01;30;44;19;20;skyware;36335-000;"Rua Frei Gotardo Boon";" 151";;RITÁPOLIS;"SL 4033";;;Lider
SES-PIBA-3578;21;15;57;43;01;39;skyware;36170-000;"  Rua Maria de Aguiar / SN - João Gonçalves Daneiva";;;PIRAÚBA;"SL 4033";;;Lider
SES-SARE-3596;22;19;45;45;31;31;skyware;37510-000;"RUA CAETANO PIRES";" 115 ";" EM FRENTE À DROGARIA SÃO JOSÉ ";"SÃO JOSÉ DO ALEGRE";"SL 4033";"Satlink 4033";;Lider
SES-SATO-3586;19;52;58;47;45;42;skyware;38190-000;"RUA MAURÍCIO BONATI";" 10 ";" Centro";SACRAMENTO;"SL 4033";;;Lider
SES-TENI-3685;17;53;28;41;30;04;skyware;39800000;"Avenida Tietê ";" n66 ";"Bairro Jardim São Paulo";"TEÓFILO OTONI";"SL 4033";;;Lider
SES-BEIM-3835;19;53;37;44;16;16;skyware;32628-118;"Rua Silva Lima";75;;BETIM;"SL 4033";;;Vodanet
SES-ALTA-3849;18;57;11;41;57;59;skyware;35138000;"Rua Altino Marques nº 168";;;ALPERCATA;"SL 4033";;;Lider
SES-ANOS-3855;21;24;42;43;45;43;skyware;36220-000;"RUA NELSON FORTES DA SILVA";" 97";;"ANTÔNIO CARLOS";"SL 4033";;;Lider
SES-ANOS-3854;21;17;07;43;44;56;skyware;36220-000;"RUA JOAO BATISTA";" 278";;"ANTÔNIO CARLOS";;;;Lider
SES-ALIS-3857;20;51;54;46;23;27;skyware;37940000;"Rua José Goncalves de Paula";" 131";;ALPINÓPOLIS;"SL 4033";;;Lider
SES-ALIS-3861;20;51;43;46;23;43;skyware;37940000;"Rua Santissima Trindade";" 115";;ALPINÓPOLIS;"SL 4033";;;Lider
SES-CETE-3876;19;08;55;45;42;01;skyware;35624-000;"AV. CEL. FRANCISCO GUIMARÃES";" 301";;"CEDRO DO ABAETÉ";"SL 4033";;;Lider
SES-CADE-3923;16;07;39;47;17;34;skyware;38625-000;"Rua Ozorio geraldo";" SN";;"CABECEIRA GRANDE";"SL 4033";;;Lider
SES-CALO-3976;20;52;51;45;16;56;skyware;37270-000;"R.Gibran Francisco - S/N";;;"CAMPO BELO";;;;Lider
SES-OUTO-4028;20;23;41;43;29;31;skyware;35400-000;"Rua das Tulipas";"nº 02";;"OURO PRETO";"SL 4033";;;Lider
